id,taxonID,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,taxonRemarks,language
gbif.org/species/2945047,gbif.org/species/2945047,Macroptilium atropurpureum,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Macroptilium,atropurpureum,,Especie,(L.) Urb.,,es
gbif.org/species/2945054,gbif.org/species/2945054,Macroptilium gracile,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Macroptilium,gracile,,Especie,Urb.,,es
gbif.org/species/2945063,gbif.org/species/2945063,Macroptilium lathyroides,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Macroptilium,lathyroides,,Especie,(L.) Urb.,,es
gbif.org/species/3579340,gbif.org/species/3579340,Macroscepis hirsuta,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Macroscepis,hirsuta,,Especie,Schltr.,,es
gbif.org/species/3153767,gbif.org/species/3153767,Magnolia arcabucoana,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,arcabucoana,,Especie,(Lozano) Govaerts,,es
gbif.org/species/3153721,gbif.org/species/3153721,Magnolia argyrothricha,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,argyrothricha,,Especie,(Lozano) Govaerts,Cultivada,es
gbif.org/species/3153094,gbif.org/species/3153094,Magnolia georgii,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,georgii,,Especie,(Lozano) Govaerts,,es
gbif.org/species/3152767,gbif.org/species/3152767,Malachra alceifolia,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Malachra,alceifolia,,Especie,Jacq.,Cultivada,es
gbif.org/species/3935898,gbif.org/species/3935898,Malachra rudis,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Malachra,rudis,,Especie,Benth.,,es
gbif.org/species/2807782,gbif.org/species/2807782,Malaxis fastigiata,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Malaxis,fastigiata,,Especie,Kuntze,,es
gbif.org/species/3001093,gbif.org/species/3001093,Malus pumila,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Malus,pumila,,Especie,Mill.,,es
gbif.org/species/3152367,gbif.org/species/3152367,Malva nicaeensis,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Malva,nicaeensis,,Especie,All.,,es
gbif.org/species/3152378,gbif.org/species/3152378,Malva parviflora,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Malva,parviflora,,Especie,L.,,es
gbif.org/species/3152264,gbif.org/species/3152264,Malvastrum americanum,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Malvastrum,americanum,,Especie,(L.) Torr.,,es
gbif.org/species/3152268,gbif.org/species/3152268,Malvastrum coromandelianum,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Malvastrum,coromandelianum,,Especie,(L.) Garcke,,es
gbif.org/species/3937390,gbif.org/species/3937390,Malvaviscus concinnus,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Malvaviscus,concinnus,,Especie,Kunth,,es
gbif.org/species/7281020,gbif.org/species/7281020,Mammillaria columbiana,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,columbiana,,Especie,Salm-Dyck,,es
gbif.org/species/3618864,gbif.org/species/3618864,Mandevilla bracteata,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,bracteata,,Especie,Kuntze,,es
gbif.org/species/3618769,gbif.org/species/3618769,Mandevilla callista,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,callista,,Especie,Woodson,,es
gbif.org/species/7913328,gbif.org/species/7913328,Mandevilla hirsuta,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,hirsuta,,Especie,Malme,,es
gbif.org/species/3617405,gbif.org/species/3617405,Mandevilla longipes,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,longipes,,Especie,Woodson,,es
gbif.org/species/3617095,gbif.org/species/3617095,Mandevilla mollissima,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,mollissima,,Especie,K. Schum.,,es
gbif.org/species/3616220,gbif.org/species/3616220,Mandevilla scabra,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,scabra,,Especie,K. Schum.,,es
gbif.org/species/3616204,gbif.org/species/3616204,Mandevilla schlimii,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,schlimii,,Especie,(Müll. Arg.) Woodson,,es
gbif.org/species/3616079,gbif.org/species/3616079,Mandevilla speciosa,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,speciosa,,Especie,(Kunth) J.F. Morales,,es
gbif.org/species/7779442,gbif.org/species/7779442,Mandevilla veraguasensis,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,veraguasensis,,Especie,(Seem.) Hemsl.,,es
gbif.org/species/3615113,gbif.org/species/3615113,Mandevilla xerophytica,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,xerophytica,,Especie,J.F. Morales,,es
gbif.org/species/5338397,gbif.org/species/5338397,Manettia caliana,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Manettia,caliana,,Especie,Standl. ex Steyerm.,,es
gbif.org/species/5338382,gbif.org/species/5338382,Manettia calycosa,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Manettia,calycosa,,Especie,Griseb.,,es
gbif.org/species/5338345,gbif.org/species/5338345,Manettia coccocypseloides,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Manettia,coccocypseloides,,Especie,Wernham,,es
gbif.org/species/5338468,gbif.org/species/5338468,Manettia lehmannii,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Manettia,lehmannii,,Especie,Standl.,,es
gbif.org/species/5338365,gbif.org/species/5338365,Manettia reclinata,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Manettia,reclinata,,Especie,L.,,es
gbif.org/species/3060998,gbif.org/species/3060998,Manihot esculenta,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,esculenta,,Especie,Crantz,,es
gbif.org/species/3763724,gbif.org/species/3763724,Maquira coriacea,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Moraceae,Maquira,coriacea,,Especie,(H. Karst.) C.C. Berg,,es
gbif.org/species/2761346,gbif.org/species/2761346,Maranta gibba,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Marantaceae,Maranta,gibba,,Especie,Sm.,,es
gbif.org/species/5614647,gbif.org/species/5614647,Marcgravia oblongifolia,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Marcgraviaceae,Marcgravia,oblongifolia,,Especie,Pav. ex Wittm.,,es
gbif.org/species/5421052,gbif.org/species/5421052,Marcgravia trinitatis,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Marcgraviaceae,Marcgravia,trinitatis,,Especie,C. Presl,,es
gbif.org/species/3916121,gbif.org/species/3916121,Marcgraviastrum macrocarpum,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Marcgraviaceae,Marcgraviastrum,macrocarpum,,Especie,(G. Don) Bedell ex S. Dressler,Naturalizada,es
gbif.org/species/3916113,gbif.org/species/3916113,Marcgraviastrum mixtum,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Marcgraviaceae,Marcgraviastrum,mixtum,,Especie,(Triana & Planch.) Bedell,,es
gbif.org/species/3030248,gbif.org/species/3030248,Margyricarpus pinnatus,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Margyricarpus,pinnatus,,Especie,Kuntze,,es
gbif.org/species/5549221,gbif.org/species/5549221,Maripa panamensis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Maripa,panamensis,,Especie,Hemsl.,,es
gbif.org/species/3801213,gbif.org/species/3801213,Markea ulei,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Markea,ulei,,Especie,(Dammer) Cuatrec.,,es
gbif.org/species/2927069,gbif.org/species/2927069,Marrubium vulgare,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium,vulgare,,Especie,L.,,es
gbif.org/species/7312228,gbif.org/species/7312228,Marsdenia hilariana,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia,hilariana,,Especie,E. Fourn.,,es
gbif.org/species/5415078,gbif.org/species/5415078,Martinella obovata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Bignoniaceae,Martinella,obovata,,Especie,Bureau & K. Schum.,,es
gbif.org/species/3983738,gbif.org/species/3983738,Mascagnia dissimilis,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Mascagnia,dissimilis,,Especie,Morton & Moldenke,,es
gbif.org/species/2848003,gbif.org/species/2848003,Masdevallia amanda,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,amanda,,Especie,Rchb.f. & Warsz.,,es
gbif.org/species/2848856,gbif.org/species/2848856,Masdevallia coccinea,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,coccinea,,Especie,Linden ex Lindl.,,es
gbif.org/species/2848467,gbif.org/species/2848467,Masdevallia coriacea,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,coriacea,,Especie,Lindl.,,es
gbif.org/species/2848430,gbif.org/species/2848430,Masdevallia corniculata,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,corniculata,,Especie,Rchb.f.,,es
gbif.org/species/2848509,gbif.org/species/2848509,Masdevallia discolor,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,discolor,,Especie,Luer & R. Escobar,,es
gbif.org/species/2848054,gbif.org/species/2848054,Masdevallia ignea,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,ignea,,Especie,Rchb.f.,,es
gbif.org/species/2848670,gbif.org/species/2848670,Masdevallia medusa,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,medusa,,Especie,Luer & R. Escobar,,es
gbif.org/species/2848832,gbif.org/species/2848832,Masdevallia purpurella,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,purpurella,,Especie,Luer & R. Escobar,,es
gbif.org/species/2848210,gbif.org/species/2848210,Masdevallia sceptrum,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,sceptrum,,Especie,Rchb.f.,,es
gbif.org/species/3784434,gbif.org/species/3784434,Matayba camptoneura,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Matayba,camptoneura,,Especie,Radlk.,,es
gbif.org/species/3784371,gbif.org/species/3784371,Matayba elegans,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Matayba,elegans,,Especie,Radlk.,,es
gbif.org/species/3784037,gbif.org/species/3784037,Matayba purgans,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Matayba,purgans,,Especie,Radlk.,,es
gbif.org/species/3573014,gbif.org/species/3573014,Matelea denticulata,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Matelea,denticulata,,Especie,(Vahl) Fontella & E.A. Schwarz,,es
gbif.org/species/4073854,gbif.org/species/4073854,Matisia floccosa,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Matisia,floccosa,,Especie,Fern. Alonso,,es
gbif.org/species/4073716,gbif.org/species/4073716,Matisia longiflora,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Matisia,longiflora,,Especie,Gleason,,es
gbif.org/species/4073657,gbif.org/species/4073657,Matisia obliquifolia,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Matisia,obliquifolia,,Especie,Standl.,,es
gbif.org/species/8370958,gbif.org/species/8370958,Matricaria chamomilla,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,chamomilla,,Especie,L.,,es
gbif.org/species/5544309,gbif.org/species/5544309,Mauria heterophylla,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mauria,heterophylla,,Especie,Kunth,Nativa y cultivada,es
gbif.org/species/5544379,gbif.org/species/5544379,Mauria obtusifolia,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mauria,obtusifolia,,Especie,(Engl.) F.A. Barkley,Nativa y cultivada,es
gbif.org/species/5318358,gbif.org/species/5318358,Maxillaria angustissima,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,angustissima,,Especie,"Ames, F.T. Hubb. & C. Schweinf.",Nativa y cultivada,es
gbif.org/species/5318171,gbif.org/species/5318171,Maxillaria brevifolia,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,brevifolia,,Especie,Rchb.f.,,es
gbif.org/species/5318612,gbif.org/species/5318612,Maxillaria exaltata,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,exaltata,,Especie,(Kraenzl.) C. Schweinf.,,es
gbif.org/species/5318070,gbif.org/species/5318070,Maxillaria lepidota,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,lepidota,,Especie,Lindl.,,es
gbif.org/species/5318196,gbif.org/species/5318196,Maxillaria luteoalba,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,luteoalba,,Especie,Lindl.,,es
gbif.org/species/5318398,gbif.org/species/5318398,Maxillaria nigrescens,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,nigrescens,,Especie,Lindl.,,es
gbif.org/species/5318645,gbif.org/species/5318645,Maxillaria tocotana,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,tocotana,,Especie,Schltr.,Naturalizada,es
gbif.org/species/5318288,gbif.org/species/5318288,Maxillaria tristis,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,tristis,,Especie,Schltr.,Naturalizada,es
gbif.org/species/3878787,gbif.org/species/3878787,Mayna hystricina,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Achariaceae,Mayna,hystricina,,Especie,(Gleason) Sleumer,Cultivada,es
gbif.org/species/3792363,gbif.org/species/3792363,Maytenus laxiflora,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,laxiflora,,Especie,Triana & Planch.,,es
gbif.org/species/3172014,gbif.org/species/3172014,Mecardonia procumbens,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Mecardonia,procumbens,,Especie,Small,Cultivada,es
gbif.org/species/2965201,gbif.org/species/2965201,Medicago lupulina,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,lupulina,,Especie,L.,Nativa y cultivada,es
gbif.org/species/2965531,gbif.org/species/2965531,Medicago polymorpha,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,polymorpha,,Especie,L.,,es
gbif.org/species/9151957,gbif.org/species/9151957,Medicago sativa,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,sativa,,Especie,L.,Naturalizada,es
gbif.org/species/3138949,gbif.org/species/3138949,Melampodium divaricatum,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Melampodium,divaricatum,,Especie,DC.,Naturalizada,es
gbif.org/species/5914287,gbif.org/species/5914287,Melia azedarach,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,Especie,L.,Naturalizada,es
gbif.org/species/3189990,gbif.org/species/3189990,Melicoccus bijugatus,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Melicoccus,bijugatus,,Especie,Jacq.,Naturalizada,es
gbif.org/species/7265169,gbif.org/species/7265169,Melicoccus oliviformis,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Melicoccus,oliviformis,,Especie,Kunth,,es
gbif.org/species/2971095,gbif.org/species/2971095,Melilotus albus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,albus,,Especie,Medik.,,es
gbif.org/species/2971016,gbif.org/species/2971016,Melilotus indicus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,indicus,,Especie,(L.) All.,,es
gbif.org/species/2702503,gbif.org/species/2702503,Melinis minutiflora,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Melinis,minutiflora,,Especie,P. Beauv.,,es
gbif.org/species/2702504,gbif.org/species/2702504,Melinis repens,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Melinis,repens,,Especie,(Willd.) Zizka,,es
gbif.org/species/3838555,gbif.org/species/3838555,Meliosma andina,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,andina,,Especie,Cuatrec.,,es
gbif.org/species/3838450,gbif.org/species/3838450,Meliosma bogotana,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,bogotana,,Especie,Steyerm.,,es
gbif.org/species/3838477,gbif.org/species/3838477,Meliosma glossophylla,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,glossophylla,,Especie,Cuatrec.,Cultivada,es
gbif.org/species/3838607,gbif.org/species/3838607,Meliosma meridensis,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,meridensis,,Especie,Lasser,,es
gbif.org/species/3838441,gbif.org/species/3838441,Meliosma tachirensis,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,tachirensis,,Especie,Steyerm. & A.H. Gentry,,es
gbif.org/species/3838328,gbif.org/species/3838328,Meliosma vasquezii,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,vasquezii,,Especie,A.H. Gentry,,es
gbif.org/species/3838573,gbif.org/species/3838573,Meliosma violacea,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,violacea,,Especie,Cuatrec. & Idrobo,,es
gbif.org/species/5341501,gbif.org/species/5341501,Melissa officinalis,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,officinalis,,Especie,L.,,es
gbif.org/species/7813128,gbif.org/species/7813128,Melochia mollis,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Melochia,mollis,,Especie,Triana & Planch.,,es
gbif.org/species/8260442,gbif.org/species/8260442,Melochia ulmifolia,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Melochia,ulmifolia,,Especie,Benth.,,es
gbif.org/species/4939916,gbif.org/species/4939916,Melothria sphaerocarpa,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Melothria,sphaerocarpa,,Especie,(Cogn.) H. Schaef. & S.S. Renner,,es
gbif.org/species/7317621,gbif.org/species/7317621,Melothria trilobata,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Melothria,trilobata,,Especie,Cogn.,,es
gbif.org/species/8639273,gbif.org/species/8639273,Mendoncia bivalvis,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Mendoncia,bivalvis,,Especie,(L.f.) Merr.,,es
gbif.org/species/3772382,gbif.org/species/3772382,Mendoncia hoffmannseggiana,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Mendoncia,hoffmannseggiana,,Especie,Nees,,es
gbif.org/species/3772249,gbif.org/species/3772249,Mendoncia lindavii,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Mendoncia,lindavii,,Especie,Britton,Cultivada,es
gbif.org/species/3772163,gbif.org/species/3772163,Mendoncia microchlamys,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Mendoncia,microchlamys,,Especie,Leonard,Cultivada,es
gbif.org/species/3772063,gbif.org/species/3772063,Mendoncia odorata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Mendoncia,odorata,,Especie,Leonard,Naturalizada,es
gbif.org/species/3772020,gbif.org/species/3772020,Mendoncia pennellii,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Mendoncia,pennellii,,Especie,Leonard,Cultivada,es
gbif.org/species/3771665,gbif.org/species/3771665,Mendoncia sprucei,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Mendoncia,sprucei,,Especie,Lindau,,es
gbif.org/species/2927189,gbif.org/species/2927189,Mentha pulegium,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,pulegium,,Especie,L.,,es
gbif.org/species/2927175,gbif.org/species/2927175,Mentha spicata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,spicata,,Especie,L.,,es
gbif.org/species/2927190,gbif.org/species/2927190,Mentha suaveolens,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,suaveolens,,Especie,Ehrh.,,es
gbif.org/species/8707933,gbif.org/species/8707933,Mentha piperita,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,piperita,,Especie,L.,,es
gbif.org/species/7289741,gbif.org/species/7289741,Mentzelia scabra,Plantae,Magnoliophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia,scabra,,Especie,Kunth,,es
gbif.org/species/7710414,gbif.org/species/7710414,Meriania brachycera,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,brachycera,,Especie,(Naud.) Humberto Mend. & Fern. Alonso,,es
gbif.org/species/5599828,gbif.org/species/5599828,Meriania dimorphanthera,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,dimorphanthera,,Especie,Wurdack,,es
gbif.org/species/7711707,gbif.org/species/7711707,Meriania haemantha,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,haemantha,,Especie,(Planch. & Lindl.) H. Mend. & Fern. Alonso,,es
gbif.org/species/5599755,gbif.org/species/5599755,Meriania hexamera,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,hexamera,,Especie,Sprague,,es
gbif.org/species/3862205,gbif.org/species/3862205,Meriania longifolia,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,longifolia,,Especie,Cogn.,,es
gbif.org/species/3862157,gbif.org/species/3862157,Meriania macrophylla,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,macrophylla,,Especie,Triana,,es
gbif.org/species/7383028,gbif.org/species/7383028,Meriania mutabilis,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,mutabilis,,Especie,(Gleason) Humberto Mend. & Fern. Alonso,,es
gbif.org/species/5599654,gbif.org/species/5599654,Meriania peltata,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,peltata,,Especie,L. Uribe,,es
gbif.org/species/5599602,gbif.org/species/5599602,Meriania speciosa,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,speciosa,,Especie,Naudin,,es
gbif.org/species/3800893,gbif.org/species/3800893,Merinthopodium vogelii,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Merinthopodium,vogelii,,Especie,(Cuatrec.) R. Castillo & R.E. Schultes,,es
gbif.org/species/8801124,gbif.org/species/8801124,Merremia tuberosa,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Merremia,tuberosa,,Especie,Dammer,,es
gbif.org/species/7317257,gbif.org/species/7317257,Mesechites trifidus,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Mesechites,trifidus,,Especie,Müll. Arg.,,es
gbif.org/species/7314445,gbif.org/species/7314445,Metteniusa tessmanniana,Plantae,Magnoliophyta,Magnoliopsida,Metteniusales,Metteniusaceae,Metteniusa,tessmanniana,,Especie,Sleumer,,es
gbif.org/species/2694252,gbif.org/species/2694252,Mezobromelia capituligera,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Mezobromelia,capituligera,,Especie,(Griseb.) J.R. Grant,,es
gbif.org/species/3861007,gbif.org/species/3861007,Miconia adinantha,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,adinantha,,Especie,Wurdack,,es
gbif.org/species/3860932,gbif.org/species/3860932,Miconia aeruginosa,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,aeruginosa,,Especie,Naudin,,es
gbif.org/species/3188559,gbif.org/species/3188559,Miconia affinis,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,affinis,,Especie,DC.,,es
gbif.org/species/3860855,gbif.org/species/3860855,Miconia aguirrei,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,aguirrei,,Especie,L. Uribe,,es
gbif.org/species/5938729,gbif.org/species/5938729,Miconia albertii,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,albertii,,Especie,Gleason,,es
gbif.org/species/3860779,gbif.org/species/3860779,Miconia albicans,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,albicans,,Especie,(Sw.) Steud.,,es
gbif.org/species/3860756,gbif.org/species/3860756,Miconia alborosea,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,alborosea,,Especie,Uribe,,es
gbif.org/species/3860520,gbif.org/species/3860520,Miconia amblyandra,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,amblyandra,,Especie,Naudin,,es
gbif.org/species/3860055,gbif.org/species/3860055,Miconia aponeura,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,aponeura,,Especie,Triana,,es
gbif.org/species/3859989,gbif.org/species/3859989,Miconia araguensis,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,araguensis,,Especie,Wurdack,,es
gbif.org/species/3859758,gbif.org/species/3859758,Miconia asperrima,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,asperrima,,Especie,Triana,,es
gbif.org/species/7925782,gbif.org/species/7925782,Miconia atropurpurea,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,atropurpurea,,Especie,Gamba & Almeda,,es
gbif.org/species/3859518,gbif.org/species/3859518,Miconia aurea,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,aurea,,Especie,(D. Don) Naudin,,es
gbif.org/species/3859193,gbif.org/species/3859193,Miconia barbinervis,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,barbinervis,,Especie,Triana,,es
gbif.org/species/3859038,gbif.org/species/3859038,Miconia benthamiana,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,benthamiana,,Especie,Triana,,es
